ZIP,COUNTYNAME,STATE,STCOUNTYFP,CLASSFP
79955,El Paso County,TX,48141,H1
79946,El Paso County,TX,48141,H1
76457,Erath County,TX,48143,H1
76433,Erath County,TX,48143,H1
76444,Erath County,TX,48143,H1
76436,Erath County,TX,48143,H1
76402,Erath County,TX,48143,H1
76401,Erath County,TX,48143,H1
76446,Erath County,TX,48143,H1
76462,Erath County,TX,48143,H1
76445,Erath County,TX,48143,H1
76465,Erath County,TX,48143,H1
76453,Erath County,TX,48143,H1
76461,Erath County,TX,48143,H1
76463,Erath County,TX,48143,H1
76629,Falls County,TX,48145,H1
76685,Falls County,TX,48145,H1
76682,Falls County,TX,48145,H1
76630,Falls County,TX,48145,H1
76519,Falls County,TX,48145,H1
76579,Falls County,TX,48145,H1
76570,Falls County,TX,48145,H1
76661,Falls County,TX,48145,H1
76656,Falls County,TX,48145,H1
76655,Falls County,TX,48145,H1
76632,Falls County,TX,48145,H1
76664,Falls County,TX,48145,H1
76524,Falls County,TX,48145,H1
76680,Falls County,TX,48145,H1
76653,Falls County,TX,48145,H1
75424,Fannin County,TX,48147,H1
75452,Fannin County,TX,48147,H1
75490,Fannin County,TX,48147,H1
75446,Fannin County,TX,48147,H1
75443,Fannin County,TX,48147,H1
75413,Fannin County,TX,48147,H1
75447,Fannin County,TX,48147,H1
75488,Fannin County,TX,48147,H1
75449,Fannin County,TX,48147,H1
75438,Fannin County,TX,48147,H1
75492,Fannin County,TX,48147,H1
75479,Fannin County,TX,48147,H1
75491,Fannin County,TX,48147,H1
75476,Fannin County,TX,48147,H1
75439,Fannin County,TX,48147,H1
75475,Fannin County,TX,48147,H1
75418,Fannin County,TX,48147,H1
75496,Fannin County,TX,48147,H1
75414,Fannin County,TX,48147,H1
78938,Fayette County,TX,48149,H1
78956,Fayette County,TX,48149,H1
78954,Fayette County,TX,48149,H1
78949,Fayette County,TX,48149,H1
78952,Fayette County,TX,48149,H1
78941,Fayette County,TX,48149,H1
78946,Fayette County,TX,48149,H1
78959,Fayette County,TX,48149,H1
78950,Fayette County,TX,48149,H1
78961,Fayette County,TX,48149,H1
78945,Fayette County,TX,48149,H1
78962,Fayette County,TX,48149,H1
78940,Fayette County,TX,48149,H1
78932,Fayette County,TX,48149,H1
78963,Fayette County,TX,48149,H1
78960,Fayette County,TX,48149,H1
78942,Fayette County,TX,48149,H1
78934,Fayette County,TX,48149,H1
78935,Fayette County,TX,48149,H1
78957,Fayette County,TX,48149,H1
79546,Fisher County,TX,48151,H1
79534,Fisher County,TX,48151,H1
79556,Fisher County,TX,48151,H1
79520,Fisher County,TX,48151,H1
79545,Fisher County,TX,48151,H1
79526,Fisher County,TX,48151,H1
79543,Fisher County,TX,48151,H1
79560,Fisher County,TX,48151,H1
79258,Floyd County,TX,48153,H1
79231,Floyd County,TX,48153,H1
79241,Floyd County,TX,48153,H1
79235,Floyd County,TX,48153,H1
79221,Floyd County,TX,48153,H1
79227,Foard County,TX,48155,H1
79248,Foard County,TX,48155,H1
77450,Fort Bend County,TX,48157,H1
77471,Fort Bend County,TX,48157,H1
77545,Fort Bend County,TX,48157,H1
77417,Fort Bend County,TX,48157,H1
77085,Fort Bend County,TX,48157,H1
77053,Fort Bend County,TX,48157,H1
77082,Fort Bend County,TX,48157,H1
77477,Fort Bend County,TX,48157,H1
77497,Fort Bend County,TX,48157,H1
77423,Fort Bend County,TX,48157,H1
77479,Fort Bend County,TX,48157,H1
77494,Fort Bend County,TX,48157,H1
77435,Fort Bend County,TX,48157,H1
77476,Fort Bend County,TX,48157,H1
77083,Fort Bend County,TX,48157,H1
77461,Fort Bend County,TX,48157,H1
77478,Fort Bend County,TX,48157,H1
77485,Fort Bend County,TX,48157,H1
77441,Fort Bend County,TX,48157,H1
77430,Fort Bend County,TX,48157,H1
77459,Fort Bend County,TX,48157,H1
77406,Fort Bend County,TX,48157,H1
77584,Fort Bend County,TX,48157,H1
77498,Fort Bend County,TX,48157,H1
77493,Fort Bend County,TX,48157,H1
77031,Fort Bend County,TX,48157,H1
77420,Fort Bend County,TX,48157,H1
77481,Fort Bend County,TX,48157,H1
77583,Fort Bend County,TX,48157,H1
77489,Fort Bend County,TX,48157,H1
77496,Fort Bend County,TX,48157,H1
77099,Fort Bend County,TX,48157,H1
77464,Fort Bend County,TX,48157,H1
77444,Fort Bend County,TX,48157,H1
77407,Fort Bend County,TX,48157,H1
77487,Fort Bend County,TX,48157,H1
77469,Fort Bend County,TX,48157,H1
77451,Fort Bend County,TX,48157,H1
75494,Franklin County,TX,48159,H1
75480,Franklin County,TX,48159,H1
75487,Franklin County,TX,48159,H1
75457,Franklin County,TX,48159,H1
75859,Freestone County,TX,48161,H1
75860,Freestone County,TX,48161,H1
75840,Freestone County,TX,48161,H1
76693,Freestone County,TX,48161,H1
75831,Freestone County,TX,48161,H1
75838,Freestone County,TX,48161,H1
75848,Freestone County,TX,48161,H1
75855,Freestone County,TX,48161,H1
76667,Freestone County,TX,48161,H1
78017,Frio County,TX,48163,H1
78057,Frio County,TX,48163,H1
78005,Frio County,TX,48163,H1
78061,Frio County,TX,48163,H1
78016,Frio County,TX,48163,H1
79323,Gaines County,TX,48165,H1
79342,Gaines County,TX,48165,H1
79359,Gaines County,TX,48165,H1
79360,Gaines County,TX,48165,H1
77565,Galveston County,TX,48167,H1
77539,Galveston County,TX,48167,H1
77552,Galveston County,TX,48167,H1
77568,Galveston County,TX,48167,H1
77546,Galveston County,TX,48167,H1
77518,Galveston County,TX,48167,H1
77650,Galveston County,TX,48167,H1
77590,Galveston County,TX,48167,H1
77554,Galveston County,TX,48167,H1
77510,Galveston County,TX,48167,H1
77553,Galveston County,TX,48167,H1
77551,Galveston County,TX,48167,H1
77623,Galveston County,TX,48167,H1
77581,Galveston County,TX,48167,H1
77563,Galveston County,TX,48167,H1
77573,Galveston County,TX,48167,H1
77517,Galveston County,TX,48167,H1
77591,Galveston County,TX,48167,H1
77549,Galveston County,TX,48167,H1
77555,Galveston County,TX,48167,H1
77550,Galveston County,TX,48167,H1
77511,Galveston County,TX,48167,H1
77574,Galveston County,TX,48167,H1
79356,Garza County,TX,48169,H1
79330,Garza County,TX,48169,H1
76856,Gillespie County,TX,48171,H1
78631,Gillespie County,TX,48171,H1
78028,Gillespie County,TX,48171,H1
78618,Gillespie County,TX,48171,H1
78671,Gillespie County,TX,48171,H1
78058,Gillespie County,TX,48171,H1
78624,Gillespie County,TX,48171,H1
78675,Gillespie County,TX,48171,H1
79720,Glasscock County,TX,48173,H1
79739,Glasscock County,TX,48173,H1
77960,Goliad County,TX,48175,H1
78107,Goliad County,TX,48175,H1
78119,Goliad County,TX,48175,H1
77993,Goliad County,TX,48175,H1
78164,Goliad County,TX,48175,H1
77963,Goliad County,TX,48175,H1
77905,Goliad County,TX,48175,H1
78614,Gonzales County,TX,48177,H1
78159,Gonzales County,TX,48177,H1
78629,Gonzales County,TX,48177,H1
77984,Gonzales County,TX,48177,H1
78604,Gonzales County,TX,48177,H1
78959,Gonzales County,TX,48177,H1
78648,Gonzales County,TX,48177,H1
78941,Gonzales County,TX,48177,H1
78122,Gonzales County,TX,48177,H1
78632,Gonzales County,TX,48177,H1
77994,Gonzales County,TX,48177,H1
78140,Gonzales County,TX,48177,H1
78677,Gonzales County,TX,48177,H1
79066,Gray County,TX,48179,H1
79065,Gray County,TX,48179,H1
79097,Gray County,TX,48179,H1
79054,Gray County,TX,48179,H1
79039,Gray County,TX,48179,H1
79057,Gray County,TX,48179,H1
79002,Gray County,TX,48179,H1
75414,Grayson County,TX,48181,H1
76264,Grayson County,TX,48181,H1
76258,Grayson County,TX,48181,H1
75090,Grayson County,TX,48181,H1
76245,Grayson County,TX,48181,H1
76240,Grayson County,TX,48181,H1
75092,Grayson County,TX,48181,H1
75479,Grayson County,TX,48181,H1
75091,Grayson County,TX,48181,H1
76271,Grayson County,TX,48181,H1
75058,Grayson County,TX,48181,H1
75491,Grayson County,TX,48181,H1
76268,Grayson County,TX,48181,H1
75020,Grayson County,TX,48181,H1
75076,Grayson County,TX,48181,H1
75495,Grayson County,TX,48181,H1
75490,Grayson County,TX,48181,H1
75489,Grayson County,TX,48181,H1
75021,Grayson County,TX,48181,H1
75459,Grayson County,TX,48181,H1
76233,Grayson County,TX,48181,H1
76273,Grayson County,TX,48181,H1
75603,Gregg County,TX,48183,H1
75645,Gregg County,TX,48183,H1
75606,Gregg County,TX,48183,H1
75641,Gregg County,TX,48183,H1
75601,Gregg County,TX,48183,H1
75691,Gregg County,TX,48183,H1
75605,Gregg County,TX,48183,H1
75647,Gregg County,TX,48183,H1
75662,Gregg County,TX,48183,H1
75608,Gregg County,TX,48183,H1
75607,Gregg County,TX,48183,H1
75660,Gregg County,TX,48183,H1
75604,Gregg County,TX,48183,H1
75663,Gregg County,TX,48183,H1
75602,Gregg County,TX,48183,H1
75693,Gregg County,TX,48183,H1
75615,Gregg County,TX,48183,H1
77873,Grimes County,TX,48185,H1
77484,Grimes County,TX,48185,H1
77875,Grimes County,TX,48185,H1
77363,Grimes County,TX,48185,H1
77831,Grimes County,TX,48185,H1
77872,Grimes County,TX,48185,H1
77876,Grimes County,TX,48185,H1
77868,Grimes County,TX,48185,H1
77316,Grimes County,TX,48185,H1
77861,Grimes County,TX,48185,H1
77830,Grimes County,TX,48185,H1
77356,Grimes County,TX,48185,H1
78108,Guadalupe County,TX,48187,H1
78670,Guadalupe County,TX,48187,H1
78124,Guadalupe County,TX,48187,H1
78155,Guadalupe County,TX,48187,H1
78130,Guadalupe County,TX,48187,H1
78666,Guadalupe County,TX,48187,H1
78638,Guadalupe County,TX,48187,H1
78132,Guadalupe County,TX,48187,H1
78154,Guadalupe County,TX,48187,H1
78121,Guadalupe County,TX,48187,H1
78655,Guadalupe County,TX,48187,H1
78123,Guadalupe County,TX,48187,H1
78140,Guadalupe County,TX,48187,H1
78648,Guadalupe County,TX,48187,H1
78156,Guadalupe County,TX,48187,H1
78115,Guadalupe County,TX,48187,H1
79021,Hale County,TX,48189,H1
79032,Hale County,TX,48189,H1
79072,Hale County,TX,48189,H1
79311,Hale County,TX,48189,H1
79041,Hale County,TX,48189,H1
79073,Hale County,TX,48189,H1
79250,Hale County,TX,48189,H1
79064,Hale County,TX,48189,H1
79261,Hall County,TX,48191,H1
79239,Hall County,TX,48191,H1
79233,Hall County,TX,48191,H1
79245,Hall County,TX,48191,H1
79259,Hall County,TX,48191,H1
79226,Hall County,TX,48191,H1
79234,Hall County,TX,48191,H1
79201,Hall County,TX,48191,H1
76531,Hamilton County,TX,48193,H1
76565,Hamilton County,TX,48193,H1
76538,Hamilton County,TX,48193,H1
76457,Hamilton County,TX,48193,H1
76525,Hamilton County,TX,48193,H1
76436,Hamilton County,TX,48193,H1
79040,Hansford County,TX,48195,H1
79062,Hansford County,TX,48195,H1
79081,Hansford County,TX,48195,H1
79225,Hardeman County,TX,48197,H1
79247,Hardeman County,TX,48197,H1
79252,Hardeman County,TX,48197,H1
77659,Hardin County,TX,48199,H1
77664,Hardin County,TX,48199,H1
77656,Hardin County,TX,48199,H1
77585,Hardin County,TX,48199,H1
77657,Hardin County,TX,48199,H1
77564,Hardin County,TX,48199,H1
77705,Hardin County,TX,48199,H1
77376,Hardin County,TX,48199,H1
77519,Hardin County,TX,48199,H1
77374,Hardin County,TX,48199,H1
77663,Hardin County,TX,48199,H1
77625,Hardin County,TX,48199,H1
77020,Harris County,TX,48201,H1
77022,Harris County,TX,48201,H1
77014,Harris County,TX,48201,H1
77025,Harris County,TX,48201,H1
77032,Harris County,TX,48201,H1
77037,Harris County,TX,48201,H1
77094,Harris County,TX,48201,H1
77266,Harris County,TX,48201,H1
77338,Harris County,TX,48201,H1
77206,Harris County,TX,48201,H1
77007,Harris County,TX,48201,H1
77006,Harris County,TX,48201,H1
77375,Harris County,TX,48201,H1
77379,Harris County,TX,48201,H1
77056,Harris County,TX,48201,H1
77057,Harris County,TX,48201,H1
77079,Harris County,TX,48201,H1
77447,Harris County,TX,48201,H1
77401,Harris County,TX,48201,H1
77547,Harris County,TX,48201,H1
77520,Harris County,TX,48201,H1
77504,Harris County,TX,48201,H1
77494,Harris County,TX,48201,H1
77289,Harris County,TX,48201,H1
77223,Harris County,TX,48201,H1
77218,Harris County,TX,48201,H1
77291,Harris County,TX,48201,H1
77038,Harris County,TX,48201,H1
77012,Harris County,TX,48201,H1
77019,Harris County,TX,48201,H1
77045,Harris County,TX,48201,H1
77030,Harris County,TX,48201,H1
77044,Harris County,TX,48201,H1
77263,Harris County,TX,48201,H1
77084,Harris County,TX,48201,H1
77093,Harris County,TX,48201,H1
77089,Harris County,TX,48201,H1
77090,Harris County,TX,48201,H1
77234,Harris County,TX,48201,H1
77005,Harris County,TX,48201,H1
77008,Harris County,TX,48201,H1
77070,Harris County,TX,48201,H1
77071,Harris County,TX,48201,H1
77066,Harris County,TX,48201,H1
77075,Harris County,TX,48201,H1
77067,Harris County,TX,48201,H1
77053,Harris County,TX,48201,H1
77068,Harris County,TX,48201,H1
77449,Harris County,TX,48201,H1
77598,Harris County,TX,48201,H1
77586,Harris County,TX,48201,H1
77532,Harris County,TX,48201,H1
77493,Harris County,TX,48201,H1
77031,Harris County,TX,48201,H1
77245,Harris County,TX,48201,H1
77254,Harris County,TX,48201,H1
77347,Harris County,TX,48201,H1
77267,Harris County,TX,48201,H1
77231,Harris County,TX,48201,H1
77523,Harris County,TX,48201,H1
77024,Harris County,TX,48201,H1
77046,Harris County,TX,48201,H1
77092,Harris County,TX,48201,H1
77087,Harris County,TX,48201,H1
77315,Harris County,TX,48201,H1
77271,Harris County,TX,48201,H1
77292,Harris County,TX,48201,H1
77336,Harris County,TX,48201,H1
77274,Harris County,TX,48201,H1
77010,Harris County,TX,48201,H1
77377,Harris County,TX,48201,H1
77346,Harris County,TX,48201,H1
77063,Harris County,TX,48201,H1
77065,Harris County,TX,48201,H1
77058,Harris County,TX,48201,H1
77061,Harris County,TX,48201,H1
77050,Harris County,TX,48201,H1
77253,Harris County,TX,48201,H1
77240,Harris County,TX,48201,H1
77383,Harris County,TX,48201,H1
77357,Harris County,TX,48201,H1
77228,Harris County,TX,48201,H1
77208,Harris County,TX,48201,H1
77227,Harris County,TX,48201,H1
77207,Harris County,TX,48201,H1
77219,Harris County,TX,48201,H1
77325,Harris County,TX,48201,H1
77201,Harris County,TX,48201,H1
77043,Harris County,TX,48201,H1
77098,Harris County,TX,48201,H1
77099,Harris County,TX,48201,H1
77088,Harris County,TX,48201,H1
77096,Harris County,TX,48201,H1
77251,Harris County,TX,48201,H1
77270,Harris County,TX,48201,H1
77009,Harris County,TX,48201,H1
77388,Harris County,TX,48201,H1
77389,Harris County,TX,48201,H1
77073,Harris County,TX,48201,H1
77055,Harris County,TX,48201,H1
77062,Harris County,TX,48201,H1
77078,Harris County,TX,48201,H1
77450,Harris County,TX,48201,H1
77410,Harris County,TX,48201,H1
77530,Harris County,TX,48201,H1
77536,Harris County,TX,48201,H1
77244,Harris County,TX,48201,H1
77204,Harris County,TX,48201,H1
77411,Harris County,TX,48201,H1
77581,Harris County,TX,48201,H1
77273,Harris County,TX,48201,H1
77258,Harris County,TX,48201,H1
77282,Harris County,TX,48201,H1
77236,Harris County,TX,48201,H1
77243,Harris County,TX,48201,H1
77039,Harris County,TX,48201,H1
77015,Harris County,TX,48201,H1
77017,Harris County,TX,48201,H1
77013,Harris County,TX,48201,H1
77047,Harris County,TX,48201,H1
77095,Harris County,TX,48201,H1
77086,Harris County,TX,48201,H1
77284,Harris County,TX,48201,H1
77268,Harris County,TX,48201,H1
77224,Harris County,TX,48201,H1
77262,Harris County,TX,48201,H1
77002,Harris County,TX,48201,H1
77074,Harris County,TX,48201,H1
77077,Harris County,TX,48201,H1
77059,Harris County,TX,48201,H1
77083,Harris County,TX,48201,H1
77572,Harris County,TX,48201,H1
77507,Harris County,TX,48201,H1
77272,Harris County,TX,48201,H1
77241,Harris County,TX,48201,H1
77259,Harris County,TX,48201,H1
77501,Harris County,TX,48201,H1
77265,Harris County,TX,48201,H1
77391,Harris County,TX,48201,H1
77248,Harris County,TX,48201,H1
77290,Harris County,TX,48201,H1
77034,Harris County,TX,48201,H1
77016,Harris County,TX,48201,H1
77021,Harris County,TX,48201,H1
77220,Harris County,TX,48201,H1
77339,Harris County,TX,48201,H1
77215,Harris County,TX,48201,H1
77003,Harris County,TX,48201,H1
77072,Harris County,TX,48201,H1
77051,Harris County,TX,48201,H1
77433,Harris County,TX,48201,H1
77571,Harris County,TX,48201,H1
77562,Harris County,TX,48201,H1
77546,Harris County,TX,48201,H1
77502,Harris County,TX,48201,H1
77503,Harris County,TX,48201,H1
77506,Harris County,TX,48201,H1
77221,Harris County,TX,48201,H1
77249,Harris County,TX,48201,H1
77205,Harris County,TX,48201,H1
77491,Harris County,TX,48201,H1
77288,Harris County,TX,48201,H1
77279,Harris County,TX,48201,H1
77365,Harris County,TX,48201,H1
77225,Harris County,TX,48201,H1
77035,Harris County,TX,48201,H1
77023,Harris County,TX,48201,H1
77033,Harris County,TX,48201,H1
77011,Harris County,TX,48201,H1
77091,Harris County,TX,48201,H1
77242,Harris County,TX,48201,H1
77280,Harris County,TX,48201,H1
77373,Harris County,TX,48201,H1
77081,Harris County,TX,48201,H1
77048,Harris County,TX,48201,H1
77060,Harris County,TX,48201,H1
77082,Harris County,TX,48201,H1
77222,Harris County,TX,48201,H1
77269,Harris County,TX,48201,H1
77293,Harris County,TX,48201,H1
77257,Harris County,TX,48201,H1
77235,Harris County,TX,48201,H1
77484,Harris County,TX,48201,H1
77252,Harris County,TX,48201,H1
77477,Harris County,TX,48201,H1
77413,Harris County,TX,48201,H1
77217,Harris County,TX,48201,H1
77028,Harris County,TX,48201,H1
77036,Harris County,TX,48201,H1
77027,Harris County,TX,48201,H1
77029,Harris County,TX,48201,H1
77040,Harris County,TX,48201,H1
77018,Harris County,TX,48201,H1
77041,Harris County,TX,48201,H1
77042,Harris County,TX,48201,H1
77026,Harris County,TX,48201,H1
77085,Harris County,TX,48201,H1
77255,Harris County,TX,48201,H1
77275,Harris County,TX,48201,H1
77237,Harris County,TX,48201,H1
77238,Harris County,TX,48201,H1
77004,Harris County,TX,48201,H1
77345,Harris County,TX,48201,H1
77396,Harris County,TX,48201,H1
77069,Harris County,TX,48201,H1
77076,Harris County,TX,48201,H1
77064,Harris County,TX,48201,H1
77080,Harris County,TX,48201,H1
77049,Harris County,TX,48201,H1
77054,Harris County,TX,48201,H1
77052,Harris County,TX,48201,H1
77429,Harris County,TX,48201,H1
77587,Harris County,TX,48201,H1
77521,Harris County,TX,48201,H1
77505,Harris County,TX,48201,H1
77277,Harris County,TX,48201,H1
77256,Harris County,TX,48201,H1
77402,Harris County,TX,48201,H1
77508,Harris County,TX,48201,H1
77226,Harris County,TX,48201,H1
77230,Harris County,TX,48201,H1
77522,Harris County,TX,48201,H1
77489,Harris County,TX,48201,H1
77287,Harris County,TX,48201,H1
77261,Harris County,TX,48201,H1
77492,Harris County,TX,48201,H1
77001,Harris County,TX,48201,H1
77210,Harris County,TX,48201,H1
77233,Harris County,TX,48201,H1
75671,Harrison County,TX,48203,H1
75640,Harrison County,TX,48203,H1
75601,Harrison County,TX,48203,H1
75694,Harrison County,TX,48203,H1
75657,Harrison County,TX,48203,H1
75683,Harrison County,TX,48203,H1
75659,Harrison County,TX,48203,H1
75602,Harrison County,TX,48203,H1
75651,Harrison County,TX,48203,H1
75672,Harrison County,TX,48203,H1
75650,Harrison County,TX,48203,H1
75642,Harrison County,TX,48203,H1
75605,Harrison County,TX,48203,H1
75692,Harrison County,TX,48203,H1
75688,Harrison County,TX,48203,H1
75670,Harrison County,TX,48203,H1
75661,Harrison County,TX,48203,H1
79022,Hartley County,TX,48205,H1
79044,Hartley County,TX,48205,H1
79018,Hartley County,TX,48205,H1
76388,Haskell County,TX,48207,H1
79533,Haskell County,TX,48207,H1
79553,Haskell County,TX,48207,H1
79521,Haskell County,TX,48207,H1
79547,Haskell County,TX,48207,H1
79539,Haskell County,TX,48207,H1
79503,Haskell County,TX,48207,H1
79548,Haskell County,TX,48207,H1
79544,Haskell County,TX,48207,H1
78676,Hays County,TX,48209,H1
78663,Hays County,TX,48209,H1
78739,Hays County,TX,48209,H1
78737,Hays County,TX,48209,H1
78656,Hays County,TX,48209,H1
78738,Hays County,TX,48209,H1
78623,Hays County,TX,48209,H1
78620,Hays County,TX,48209,H1
78619,Hays County,TX,48209,H1
78640,Hays County,TX,48209,H1
78667,Hays County,TX,48209,H1
78736,Hays County,TX,48209,H1
78652,Hays County,TX,48209,H1
78130,Hays County,TX,48209,H1
78666,Hays County,TX,48209,H1
78610,Hays County,TX,48209,H1
79011,Hemphill County,TX,48211,H1
79014,Hemphill County,TX,48211,H1
75763,Henderson County,TX,48213,H1
75124,Henderson County,TX,48213,H1
75751,Henderson County,TX,48213,H1
75803,Henderson County,TX,48213,H1
75156,Henderson County,TX,48213,H1
75756,Henderson County,TX,48213,H1
75778,Henderson County,TX,48213,H1
75143,Henderson County,TX,48213,H1
75148,Henderson County,TX,48213,H1
75782,Henderson County,TX,48213,H1
75752,Henderson County,TX,48213,H1
75770,Henderson County,TX,48213,H1
75163,Henderson County,TX,48213,H1
75758,Henderson County,TX,48213,H1
75147,Henderson County,TX,48213,H1
78589,Hidalgo County,TX,48215,H1
78537,Hidalgo County,TX,48215,H1
78541,Hidalgo County,TX,48215,H1
78596,Hidalgo County,TX,48215,H1
78599,Hidalgo County,TX,48215,H1
78502,Hidalgo County,TX,48215,H1
78569,Hidalgo County,TX,48215,H1
78543,Hidalgo County,TX,48215,H1
78548,Hidalgo County,TX,48215,H1
78562,Hidalgo County,TX,48215,H1
78574,Hidalgo County,TX,48215,H1
78557,Hidalgo County,TX,48215,H1
78503,Hidalgo County,TX,48215,H1
78504,Hidalgo County,TX,48215,H1
78540,Hidalgo County,TX,48215,H1
78572,Hidalgo County,TX,48215,H1
78573,Hidalgo County,TX,48215,H1
78570,Hidalgo County,TX,48215,H1
78538,Hidalgo County,TX,48215,H1
78516,Hidalgo County,TX,48215,H1
78565,Hidalgo County,TX,48215,H1
78542,Hidalgo County,TX,48215,H1
78501,Hidalgo County,TX,48215,H1
78505,Hidalgo County,TX,48215,H1
78576,Hidalgo County,TX,48215,H1
78539,Hidalgo County,TX,48215,H1
78560,Hidalgo County,TX,48215,H1
78579,Hidalgo County,TX,48215,H1
78549,Hidalgo County,TX,48215,H1
78563,Hidalgo County,TX,48215,H1
78577,Hidalgo County,TX,48215,H1
78595,Hidalgo County,TX,48215,H1
78558,Hidalgo County,TX,48215,H1
76692,Hill County,TX,48217,H1
76660,Hill County,TX,48217,H1
76670,Hill County,TX,48217,H1
76055,Hill County,TX,48217,H1
76645,Hill County,TX,48217,H1
76050,Hill County,TX,48217,H1
76621,Hill County,TX,48217,H1
76648,Hill County,TX,48217,H1
76631,Hill County,TX,48217,H1
76093,Hill County,TX,48217,H1
76666,Hill County,TX,48217,H1
76673,Hill County,TX,48217,H1
76691,Hill County,TX,48217,H1
76636,Hill County,TX,48217,H1
76622,Hill County,TX,48217,H1
76650,Hill County,TX,48217,H1
76627,Hill County,TX,48217,H1
76676,Hill County,TX,48217,H1
76628,Hill County,TX,48217,H1
79363,Hockley County,TX,48219,H1
79313,Hockley County,TX,48219,H1
79339,Hockley County,TX,48219,H1
79346,Hockley County,TX,48219,H1
79367,Hockley County,TX,48219,H1
79345,Hockley County,TX,48219,H1
79358,Hockley County,TX,48219,H1
79380,Hockley County,TX,48219,H1
79336,Hockley County,TX,48219,H1
79407,Hockley County,TX,48219,H1
79353,Hockley County,TX,48219,H1
79372,Hockley County,TX,48219,H1
76433,Hood County,TX,48221,H1
76049,Hood County,TX,48221,H1
76033,Hood County,TX,48221,H1
76476,Hood County,TX,48221,H1
76462,Hood County,TX,48221,H1
76035,Hood County,TX,48221,H1
76048,Hood County,TX,48221,H1
76087,Hood County,TX,48221,H1
76467,Hood County,TX,48221,H1
75483,Hopkins County,TX,48223,H1
75431,Hopkins County,TX,48223,H1
75497,Hopkins County,TX,48223,H1
75478,Hopkins County,TX,48223,H1
75481,Hopkins County,TX,48223,H1
75420,Hopkins County,TX,48223,H1
75471,Hopkins County,TX,48223,H1
75482,Hopkins County,TX,48223,H1
75433,Hopkins County,TX,48223,H1
75437,Hopkins County,TX,48223,H1
75494,Hopkins County,TX,48223,H1
75851,Houston County,TX,48225,H1
75835,Houston County,TX,48225,H1
75862,Houston County,TX,48225,H1
75844,Houston County,TX,48225,H1
75849,Houston County,TX,48225,H1
75847,Houston County,TX,48225,H1
75858,Houston County,TX,48225,H1
79511,Howard County,TX,48227,H1
79720,Howard County,TX,48227,H1
79748,Howard County,TX,48227,H1
79733,Howard County,TX,48227,H1
79938,Hudspeth County,TX,48229,H1
79851,Hudspeth County,TX,48229,H1
79839,Hudspeth County,TX,48229,H1
79837,Hudspeth County,TX,48229,H1
75448,Hunt County,TX,48231,H1
75169,Hunt County,TX,48231,H1
75189,Hunt County,TX,48231,H1
75401,Hunt County,TX,48231,H1
75496,Hunt County,TX,48231,H1
75453,Hunt County,TX,48231,H1
75160,Hunt County,TX,48231,H1
75422,Hunt County,TX,48231,H1
75469,Hunt County,TX,48231,H1
75442,Hunt County,TX,48231,H1
75404,Hunt County,TX,48231,H1
75135,Hunt County,TX,48231,H1
75423,Hunt County,TX,48231,H1
75458,Hunt County,TX,48231,H1
75402,Hunt County,TX,48231,H1
75449,Hunt County,TX,48231,H1
75403,Hunt County,TX,48231,H1
75428,Hunt County,TX,48231,H1
75474,Hunt County,TX,48231,H1
75452,Hunt County,TX,48231,H1
79083,Hutchinson County,TX,48233,H1
79078,Hutchinson County,TX,48233,H1
79062,Hutchinson County,TX,48233,H1
79007,Hutchinson County,TX,48233,H1
79036,Hutchinson County,TX,48233,H1
79008,Hutchinson County,TX,48233,H1
79080,Hutchinson County,TX,48233,H1
76901,Irion County,TX,48235,H1
76904,Irion County,TX,48235,H1
76941,Irion County,TX,48235,H1
76930,Irion County,TX,48235,H1
76230,Jack County,TX,48237,H1
76458,Jack County,TX,48237,H1
76487,Jack County,TX,48237,H1
76365,Jack County,TX,48237,H1
76427,Jack County,TX,48237,H1
76426,Jack County,TX,48237,H1
76486,Jack County,TX,48237,H1
76459,Jack County,TX,48237,H1
76389,Jack County,TX,48237,H1
76431,Jack County,TX,48237,H1
76449,Jack County,TX,48237,H1
77991,Jackson County,TX,48239,H1
77979,Jackson County,TX,48239,H1
77971,Jackson County,TX,48239,H1
77957,Jackson County,TX,48239,H1
77465,Jackson County,TX,48239,H1
77961,Jackson County,TX,48239,H1
77969,Jackson County,TX,48239,H1
77970,Jackson County,TX,48239,H1
77962,Jackson County,TX,48239,H1
77612,Jasper County,TX,48241,H1
75933,Jasper County,TX,48241,H1
77615,Jasper County,TX,48241,H1
75951,Jasper County,TX,48241,H1
75956,Jasper County,TX,48241,H1
75931,Jasper County,TX,48241,H1
77662,Jasper County,TX,48241,H1
79734,Jeff Davis County,TX,48243,H1
79854,Jeff Davis County,TX,48243,H1
77619,Jefferson County,TX,48245,H1
77707,Jefferson County,TX,48245,H1
77703,Jefferson County,TX,48245,H1
77651,Jefferson County,TX,48245,H1
77708,Jefferson County,TX,48245,H1
77705,Jefferson County,TX,48245,H1
77629,Jefferson County,TX,48245,H1
77701,Jefferson County,TX,48245,H1
77627,Jefferson County,TX,48245,H1
77702,Jefferson County,TX,48245,H1
77706,Jefferson County,TX,48245,H1
77657,Jefferson County,TX,48245,H1
77642,Jefferson County,TX,48245,H1
77725,Jefferson County,TX,48245,H1
77713,Jefferson County,TX,48245,H1
77665,Jefferson County,TX,48245,H1
77704,Jefferson County,TX,48245,H1
77613,Jefferson County,TX,48245,H1
